도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
숲속작은도서관,광주광역시,남구,작은도서관,토+공휴일,09:00,19:00,00:00,00:00,00:00,00:00,30,3404,0,2,3,14,광주광역시 남구 효우로60번길 37,숲속작은도서관자치위원회,,,113.78,,35.10809617,126.9003959,2022-05-13,3610000,광주광역시 남구
양우내안애작은도서관,광주광역시,남구,작은도서관,토+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,20,1005,0,0,0,0,광주광역시 남구 대남대로223번길 10,주월양우내안애아파트,062-674-9117,,93.7752,,35.1338664,126.899913,2022-05-13,3610000,광주광역시 남구
에코시티작은도서관,광주광역시,남구,작은도서관,토+공휴일,13:00,18:00,00:00,00:00,00:00,00:00,40,4000,0,0,3,7,광주광역시 남구 효천2로 12,중흥s-class에코시티,062-674-9131,,100.0,,35.10108091,126.8732541,2022-05-13,3610000,광주광역시 남구
에코파크작은도서관,광주광역시,남구,작은도서관,연중무휴,09:00,18:00,13:00,18:00,13:00,18:00,34,1610,4,0,0,0,광주광역시 남구 효천3로 110,효천1중흥s-클래스에코파크,062-674-1001,,70.76,,35.10287955,126.8758333,2022-05-13,3610000,광주광역시 남구
오손도손작은도서관,광주광역시,남구,작은도서관,토+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,30,2746,0,0,3,14,광주광역시 남구 독립로80번길 7,백운1휴먼시아아파트,062-675-6566,,104.0,,35.1427754,126.9041534,2022-05-13,3610000,광주광역시 남구
제일풍경채에듀파크2단지작은도서관,광주광역시,남구,작은도서관,토+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,16,2600,0,0,0,0,광주광역시 남구 효우2로 46,제일풍경채에듀파크2단지,062-655-0563,,84.0,,35.10166517,126.8873049,2022-05-13,3610000,광주광역시 남구
책문화공간봄작은도서관,광주광역시,남구,작은도서관,토+공휴일,09:00,17:00,00:00,00:00,00:00,00:00,30,3993,0,0,3,7,광주광역시 남구 효우로77번길 9,책문화공간 봄,062-681-5432,,131.0,,35.10615926,126.9050461,2022-05-13,3610000,광주광역시 남구
천년나무4단지작은도서관,광주광역시,남구,작은도서관,연중무휴,13:00,18:00,13:00,18:00,13:00,18:00,12,1691,0,0,0,0,광주광역시 남구 효우2로 45,효천LH천년나무4단지,062-674-5446,,89.39,,35.10079943,126.8871404,2022-05-13,3610000,광주광역시 남구
월계도서관,서울특별시,노원구　,공공도서관,법정공휴일(일요일제외)+첫째 주 월+셋째 주 월,08:00,23:00,08:00,23:00,00:00,00:00,427,92688,67,6085,7,14,서울특별시 노원구 월계로 319,노원문화재단,02-991-0871,701.0,1962.0,www.nowonlib.kr,37.628637,127.056121,2022-08-25,3100000,서울특별시 노원구
상계도서관,서울특별시,노원구　,공공도서관,법정공휴일(일요일제외)+둘째 주 월+넷째 주 월,08:00,23:00,08:00,23:00,00:00,00:00,472,77994,90,3352,7,14,서울특별시 노원구 동일로243길 57,노원문화재단,02-3391-7882,1012.0,2466.45,www.nowonlib.kr,37.67852812,127.0519416,2022-08-25,3100000,서울특별시 노원구
불암도서관,서울특별시,노원구　,공공도서관,법정공휴일(일요일제외)+첫째 주 월+셋째 주 월,09:00,20:00,09:00,17:00,00:00,00:00,255,47415,56,2217,7,14,서울특별시 노원구 중계로 106,노원문화재단,02-935-0721,1397.0,2726.0,www.nowonlib.kr,37.64529213,127.0825447,2022-08-25,3100000,서울특별시 노원구
화랑도서관,서울특별시,노원구　,공공도서관,법정공휴일(일요일제외)+월,09:00,22:00,09:00,21:00,00:00,00:00,140,36761,31,3160,7,14,서울특별시 노원구 노원로1나길 10,성공회대,02-973-1318,1019.0,2595.0,www.gycenter.or.kr/,37.621519811,127.083006,2022-08-25,3100000,서울특별시 노원구
북구 영어작은도서관,대구광역시,북구,작은도서관,토+일+법정공휴일,10:00,19:00,00:00,00:00,00:00,00:00,20,3400,11,0,10,15,대구광역시 북구 고성로 31길 21(고성동주민센터 1층),대구광역시 북구청,053-320-5190,,90.0,https://library.daegu.go.kr/bukgs/html.do?menu_idx=98,35.8818455,128.5835065,2022-11-23,3450000,대구광역시 북구
구립 청파도서관,서울특별시,용산구,공공도서관,월+법정공휴일,09:00,21:00,09:00,17:00,00:00,00:00,60,40110,46,468,5,14,서울특별시 용산구 청파로93길 27,서울특별시 용산구청,02-714-3931,,,https://www.yslibrary.or.kr/cheongpa/index.do,37.55392482,126.9676059,2022-12-20,3020000,서울특별시 용산구
용산 꿈나무도서관,서울특별시,용산구,공공도서관,월+법정공휴일,09:00,21:00,09:00,17:00,00:00,00:00,150,49948,95,1838,5,14,서울특별시 용산구 백범로 329,서울특별시 용산구청,02-707-0138,,,https://www.yslibrary.or.kr/dream/index.do,37.5389038,126.9650122,2022-12-20,3020000,서울특별시 용산구
청파 어린이 영어도서관,서울특별시,용산구,작은도서관,토+일+법정공휴일,10:00,19:00,00:00,00:00,00:00,00:00,24,18252,0,1824,3,14,서울특별시 용산구 청파로49길 34,서울특별시 용산구청,02-702-0641,,,https://www.yslibrary.or.kr/small/index.do,37.5454737,126.9685013,2022-12-20,3020000,서울특별시 용산구
용암 어린이 영어도서관,서울특별시,용산구,작은도서관,토+일+법정공휴일,10:00,19:00,00:00,00:00,00:00,00:00,24,17868,0,2409,3,14,서울특별시 용산구 신흥로3가길 21-7,서울특별시 용산구청,02-798-4181,,,https://www.yslibrary.or.kr/small/index.do,37.54101876,126.9846929,2022-12-20,3020000,서울특별시 용산구
북카페 청마루,서울특별시,용산구,작은도서관,토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,32,5650,0,0,3,14,서울특별시 용산구 녹사평대로150,서울특별시 용산구청,02-2199-8967,,,https://www.yslibrary.or.kr/small/index.do,37.53245265,126.9904783,2022-12-20,3020000,서울특별시 용산구
후암동작은도서관 북앤캠프,서울특별시,용산구,작은도서관,토+일+법정공휴일,10:00,17:00,00:00,00:00,00:00,00:00,33,7861,0,0,3,14,서울특별시 용산구 후암로 32-6,서울특별시 용산구청,02-2199-8758,,,https://www.yslibrary.or.kr/small/index.do,37.54869785,126.9781505,2022-12-20,3020000,서울특별시 용산구
신가도서관,광주광역시,광산구,공공도서관,월(첫째 주+셋째 주)+일요일 제외한 법정공휴일,08:00,22:00,08:00,22:00,08:00,22:00,254,62462,41,99,5,14,광주광역시 광산구 신가로40번길 24(신가동),광주광역시 광산구청,062-960-3949,1993.0,1998.0,https://lib.gwangsan.go.kr,35.1826649,126.8278526,2023-03-07,3630000,광주광역시 광산구
운남어린이도서관,광주광역시,광산구,공공도서관,월(둘째 주+넷째 주)+일요일 제외한 법정공휴일,09:00,18:00,09:00,17:00,09:00,17:00,120,56615,35,576,5,14,광주광역시 광산구 목련로217번길 10(운남동),광주광역시 광산구청,062-960-8302,3851.0,814.0,https://lib.gwangsan.go.kr,35.1732666,126.8218974,2023-03-07,3630000,광주광역시 광산구
남해화전도서관,경상남도,남해군,공공도서관,화+설 연휴+추석 연휴,09:00,18:00,09:00,18:00,09:00,18:00,170,76846,19,2441,4,14,경상남도 남해군 남해읍 망운로30번길 9,경상남도 남해군청,055-860-3871,3041.0,2345.0,http://www.namhae.go.kr/lib/index.do,34.83891845,127.890675,2023-03-07,5430000,경상남도 남해군
작은도서관 숲,광주광역시,동구,작은도서관,국가지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,30,1200,0,0,0,0,광주광역시 동구 동계천로 51-2 (대인동),개인,062-401-1708,0.0,76.0,,35.15449526,126.9176305,2023-04-01,3590000,광주광역시 동구
메트로열린도서관,광주광역시,동구,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,10,20000,0,0,0,0,"광주광역시 동구 제봉로 지하 1,지하철 남광주역(학동)",광주교통문화선교회,062-604-8434,0.0,53.0,,35.13931983,126.9229435,2023-04-01,3590000,광주광역시 동구
모아미래도 작은도서관,광주광역시,동구,작은도서관,토+일+국가지정공휴일,09:30,17:30,00:00,00:00,00:00,00:00,20,3100,0,0,0,0,"광주광역시 동구 학소로76번길 14, 모아미래도(소태동)",지원동모아미래도 입주자대표회의,062-233-0433,0.0,90.0,,35.12695351,126.9359979,2023-04-01,3590000,광주광역시 동구
학2마을작은도서관,광주광역시,동구,작은도서관,국가지정공휴일,14:00,18:00,14:00,18:00,00:00,00:00,12,3471,0,0,0,0,"광주광역시 동구 남문로693번길 11, 학2마을아파트 (학동)",학2마을아파트입주자대표회의,062-223-1168,0.0,140.28,,35.12981549,126.9282277,2023-04-01,3590000,광주광역시 동구
수유문화정보도서관,서울특별시,강북구,공공도서관,매월첫째셋째월요일+정부지정공휴일,07:00,22:00,07:00,22:00,00:00,00:00,194,38012,18,0,5,14,서울특별시 강북구 삼양로 299 (수유동),서울특별시강북구도시관리공단,02-944-3170,990.0,951.0,http://www.gblib.or.kr/suyu/index.do,37.63005097,127.017543,2023-04-24,3080000,서울특별시 강북구
미아문화정보도서관,서울특별시,강북구,공공도서관,매월둘째넷째월요일+정부지정공휴일,07:00,22:00,07:00,22:00,00:00,00:00,191,42000,30,0,5,14,서울특별시 강북구 솔매로49길 14 (미아동),서울특별시강북구도시관리공단,02-944-3180,1987.0,751.0,http://www.gblib.or.kr/mia/index.do,37.627063,127.026981,2023-04-24,3080000,서울특별시 강북구
삼각산어린이도서관,서울특별시,강북구,공공도서관,매월둘째넷째월요일+정부지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,180,28876,5,717,5,14,서울특별시 강북구 삼양로19길 34 (미아동),서울특별시강북구도시관리공단,02-944-3190,1500.0,995.0,http://www.gblib.or.kr/kids/index.do,37.61514813,127.0207409,2023-04-24,3080000,서울특별시 강북구
신탄진도서관,대전광역시,대덕구,공공도서관,"매주금요일, 국가지정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,1200,157791,195,7352,10,14,대전광역시 대덕구 신탄진동로 64,대전광역시 대덕구청,042-608-5511,8809.0,4891.0,http://lib.daedeok.go.kr,36.44650549,127.437362,2023-04-19,3680000,대전광역시 대덕구
안산도서관,대전광역시,대덕구,공공도서관,"매주월요일, 국가지정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,650,153195,58,5183,10,14,대전광역시 대덕구 계족로 663번길 25,대전광역시 대덕구청,042-608-5512,2523.0,1944.0,http://lib.daedeok.go.kr,36.368222,127.427187,2023-04-19,3680000,대전광역시 대덕구
송촌도서관,대전광역시,대덕구,공공도서관,"매주금요일, 국가지정공휴일",08:00,22:00,08:00,21:00,00:00,00:00,504,89001,109,3188,10,14,대전광역시 대덕구 송촌로 59,대전광역시 대덕구청,042-608-5513,3689.0,1983.0,http://lib.daedeok.go.kr,36.360082,127.440157,2023-04-19,3680000,대전광역시 대덕구
신나요 도서관,부산광역시,남구,작은도서관,월,09:00,18:00,00:00,00:00,00:00,00:00,30,1000,0,0,0,0,부산광역시 남구 천제등로28번길 50 (대연동),,070-8838-0650,,,,35.13180913,129.0864862366,2023-06-14,3310000,부산광역시 남구
올맘도서관,부산광역시,남구,작은도서관,월,09:00,18:00,00:00,00:00,00:00,00:00,27,1000,0,0,0,0,부산광역시 남구 유엔로137번길 9 (대연동),,051-611-3040,,,,35.1306287755,129.0911579496,2023-06-14,3310000,부산광역시 남구
작은도서관 소풍,부산광역시,남구,작은도서관,월,09:00,18:00,00:00,00:00,00:00,00:00,32,1000,0,0,0,0,"부산광역시 남구 용호로198번길 19, 3층 (용호동)",,051-612-1962,,,,35.1146477311,129.1100037083,2023-06-14,3310000,부산광역시 남구
계림두산위브작은도서관,광주광역시,동구,작은도서관,국가지정공휴일,14:00,18:00,09:30,13:30,00:00,00:00,15,5300,0,0,0,0,광주광역시 동구 무등로 374(계림동),계림두산위브아파트입주자대표회의,,0.0,112.0,,35.15878268,126.9239979,2023-04-01,3590000,광주광역시 동구
행복한작은도서관,광주광역시,동구,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,10,3000,0,0,0,0,광주광역시 동구 산수길 39번길 20-4,행복한지역아동센터,062-223-3164,0.0,33.0,,35.15845654,126.9271752,2023-04-01,3590000,광주광역시 동구
무등산IPARK아파트작은도서관,광주광역시,동구,작은도서관,연중무휴,09:00,17:30,09:00,13:00,09:00,13:00,27,3471,0,0,0,0,광주광역시 동구 남문로 753번길 20,무등산IPARK입주자대표회의,,0.0,140.28,,35.13634873,126.9226216,2023-04-01,3590000,광주광역시 동구
알암인권작은도서관,광주광역시,동구,작은도서관,일+국가지정공휴일,10:00,17:00,10:00,15:00,00:00,00:00,14,3300,0,0,0,0,광주광역시 동구 동명로 7-4(장동),(사)알암명노근선생기념사업회,062-228-3563,0.0,33.0,,35.15022609,126.922604,2023-04-01,3590000,광주광역시 동구
푸른길책향기작은도서관,광주광역시,동구,작은도서관,월+일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,9,3210,0,0,0,0,광주광역시 동구 동명로20번길 43-5(동명동),(사)동명창조문화행복공동체마을,062-233-2662,0.0,46.8,,35.15031587,126.9278761,2023-04-01,3590000,광주광역시 동구
대안도서관 틔움,광주광역시,동구,작은도서관,국가지정공휴일,09:00,17:00,09:00,17:00,00:00,00:00,20,2000,0,0,0,0,광주광역시 동구 밤실로 136번길 8-21(산수동),광주전남 인드라망생명공동체,062-263-4660,0.0,49.5,,35.15875024,126.9365481,2023-04-01,3590000,광주광역시 동구
산수중앙작은도서관,광주광역시,동구,작은도서관,국가지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,30,5500,0,0,0,0,광주광역시 동구 필문대로171번길 27-7 (산수동),산수중앙교회,062-251-6439,0.0,106.0,,35.15666917,126.9351624,2023-04-01,3590000,광주광역시 동구
풀꽃동산작은도서관,광주광역시,동구,작은도서관,월+국가지정공휴일,10:00,18:00,09:00,17:00,00:00,00:00,30,5500,0,0,0,0,광주광역시 동구 동명로110번길 14 (지산동),광주지산교회,062-222-0736,0.0,94.98,,35.14966936,126.9321566,2023-04-01,3590000,광주광역시 동구
백암문고,광주광역시,동구,작은도서관,토+일+국가지정공휴일,10:00,19:00,00:00,00:00,00:00,00:00,20,4220,0,0,0,0,광주광역시 동구 학소로86번안길 8 (소태동),디딤돌지역아동센터,062-227-9421,0.0,66.0,,35.12886725,126.9345876,2023-04-01,3590000,광주광역시 동구
파이디온작은도서관,광주광역시,동구,작은도서관,토+일+국가지정공휴일,10:00,19:00,00:00,00:00,00:00,00:00,20,2500,0,0,0,0,"광주광역시 동구 남문로622번길 6(소태동), 3층",파이디온지역아동센터,062-265-5616,0.0,75.0,,35.1263673,126.9320926,2023-04-01,3590000,광주광역시 동구
은새암,광주광역시,동구,작은도서관,토+일+국가지정공휴일,09:00,17:00,00:00,00:00,00:00,00:00,40,4640,0,0,0,0,"광주광역시 동구 금남로 238, 무등빌딩 3층",(재)광주광역시 광주여성재단,062-670-0539,0.0,181.0,,35.148288,126.917654,2023-04-01,3590000,광주광역시 동구
논현도서관,서울특별시,강남구,공공도서관,둘째 주 화+넷째 주 화+일요일을 제외한 법정공휴일,09:00,18:00,09:00,17:00,09:00,18:00,122,48526,17,159,5,14,서울특별시 강남구 학동로43길 17 (논현2문화센터 6층),,,,,,,,2023-03-27,3220000,서울특별시 강남구
정다운도서관,서울특별시,강남구,공공도서관,둘째 주 화+넷째 주 화+일요일을 제외한 법정공휴일,09:00,18:00,09:00,17:00,09:00,18:00,60,48805,14,188,5,14,서울특별시 강남구 학동로67길 11 (청담평생학습관 3층),,,,,,,,2023-03-27,3220000,서울특별시 강남구
청담도서관,서울특별시,강남구,공공도서관,첫째 주 월+셋째 주 월+일요일을 제외한 법정공휴일,09:00,18:00,09:00,17:00,09:00,18:00,72,33550,14,0,5,14,서울특별시 강남구 압구정로79길 26 (청담문화센터 7층),,,,,,,,2023-03-27,3220000,서울특별시 강남구
대치도서관,서울특별시,강남구,공공도서관,둘째 주 화+넷째 주 화+일요일을 제외한 법정공휴일,09:00,18:00,09:00,17:00,09:00,18:00,143,58965,11,166,5,14,서울특별시 강남구 삼성로 212 (은마상가 C블럭 2층),,,,,,,,2023-03-27,3220000,서울특별시 강남구
즐거운도서관,서울특별시,강남구,공공도서관,첫째 주 월+셋째 주 월+일요일을 제외한 법정공휴일,09:00,18:00,09:00,17:00,09:00,18:00,98,36947,13,0,5,14,서울특별시 강남구 도곡로77길 23 (대치4문화센터 4층),,,,,,,,2023-03-27,3220000,서울특별시 강남구
행복한도서관,서울특별시,강남구,공공도서관,둘째 주 화+넷째 주 화+일요일을 제외한 법정공휴일,09:00,18:00,09:00,17:00,09:00,18:00,142,46448,13,203,5,14,서울특별시 강남구 영동대로65길 24 (대치2문화센터 3층),,,,,,,,2023-03-27,3220000,서울특별시 강남구
역삼푸른솔도서관,서울특별시,강남구,공공도서관,둘째 주 화+넷째 주 화+일요일을 제외한 법정공휴일,09:00,18:00,09:00,17:00,09:00,18:00,110,40587,10,0,5,14,서울특별시 강남구 테헤란로8길 36 (강남문화원 4층),,,,,,,,2023-03-27,3220000,서울특별시 강남구
역삼도서관,서울특별시,강남구,공공도서관,첫째 주 월+셋째 주 월+일요일을 제외한 법정공휴일,09:00,18:00,09:00,17:00,09:00,18:00,93,36172,15,1052,5,14,서울특별시 강남구 역삼로7길 16 (역삼1문화센터 5층),,,,,,,,2023-03-27,3220000,서울특별시 강남구
논현정보도서관,서울특별시,강남구,작은도서관,일+법정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,22,23186,1,0,5,14,서울특별시 강남구 학동로 169 (논현1파출소 3층),,,,,,,,2023-03-27,3220000,서울특별시 강남구
열린도서관,서울특별시,강남구,공공도서관,첫째 주 월+셋째 주 월+일요일을 제외한 법정공휴일,09:00,18:00,09:00,17:00,09:00,18:00,80,33447,14,0,5,14,서울특별시 강남구 일원로115(삼성생명빌딩B동 203호),,,,,,,,2023-03-27,3220000,서울특별시 강남구
삼성도서관,서울특별시,강남구,작은도서관,둘째 주 화+넷째 주 화+일요일을 제외한 법정공휴일,09:00,18:00,09:00,17:00,09:00,18:00,64,24244,12,0,5,14,서울특별시 강남구 봉은사로 616 (삼성1동 주민센터 동관4층),,,,,,,,2023-03-27,3220000,서울특별시 강남구
못골도서관,서울특별시,강남구,공공도서관,둘째 주 화+넷째 주 화+일요일을 제외한 법정공휴일,09:00,18:00,08:00,22:00,09:00,18:00,196,50708,89,873,5,14,서울특별시 강남구 자곡로 116,,,,,,,,2023-03-27,3220000,서울특별시 강남구
못골한옥어린이도서관,서울특별시,강남구,어린이도서관,첫째 주 월+셋째 주 월+일요일을 제외한 법정공휴일,09:00,18:00,09:00,17:00,09:00,18:00,68,22378,9,0,5,14,서울특별시 강남구 자곡로 7길 3 (자곡동 607),,,,,,,,2023-03-27,3220000,서울특별시 강남구
더불어숲 도서관,대구광역시,북구,공공도서관,토+일+법정공휴일,10:00,19:00,00:00,00:00,00:00,00:00,75,37236,10,1420,5,10,대구광역시 북구 학남로17길2,지역문화공간 더불어 숲,053-326-0937,,320.6,http://www.withwith.net,35.944725,128.569854,2022-11-23,3450000,대구광역시 북구
금천구립금나래도서관,서울특별시,금천구,공공도서관,매월 마지막주 일요일+신정+설연휴+추석연휴+석가탄신일+성탄절+ 선거일,09:00,22:00,09:00,22:00,09:00,17:00,321,63988,80,3881,10,14,"서울특별시 금천구 시흥대로73길 70, 구의회 금천구의회",금천문화재단,02-2627-2991,1192.0,918.19,https://geumcheonlib.seoul.kr,37.45706565,126.8960369,2023-03-10,3170000,서울특별시 금천구
금천구립독산도서관,서울특별시,금천구,공공도서관,매월 첫째+셋째 주 월요일+법정 공휴일,07:00,22:00,07:00,22:00,00:00,00:00,408,121780,152,10825,10,14,서울특별시 금천구 독산로 54길 114,금천문화재단,02-863-9544,2540.0,2205.0,https://geumcheonlib.seoul.kr,37.46758019,126.9081059,2023-03-10,3170000,서울특별시 금천구
무주형설지공군립도서관,전라북도,무주군,공공도서관,월+공휴일,09:00,22:00,09:00,17:00,00:00,00:00,136,43832,16,0,5,14,전라북도 무주군 무주읍 한풍루로 326-17,전라북도 무주군청,063-320-5622,419.8,419.8,https://library.muju.go.kr/main/main.do,36.00236061,127.6625944,2023-03-07,4740000,전라북도 무주군
무주만나작은도서관,전라북도,무주군,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,35,16678,20,56,5,21,전라북도 무주군 안성면 진성로 2393,주민자치(진원새마을회),070-8802-6000,115.0,115.0,https://library.muju.go.kr/main/contents.do?idx=1454,35.86564398,127.6282585,2023-03-07,4740000,전라북도 무주군
무주반딧불작은도서관,전라북도,무주군,작은도서관,토+일+공휴일,10:00,19:00,00:00,00:00,00:00,00:00,40,12692,3,20,5,14,전라북도 무주군 설천면 하평지길 8-8,주민자치(반딧불운영위원회),070-7743-8006,133.68,133.68,https://library.muju.go.kr/main/contents.do?idx=1453,36.01043583,127.7872089,2023-03-07,4740000,전라북도 무주군
샘누리작은도서관,전라북도,무주군,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,40,10308,0,0,5,14,전라북도 무주군 무주읍 신교로3길 10,주민자치(반딧불아파트자치회),063-323-2231,130.0,130.0,https://library.muju.go.kr/main/contents.do?idx=1455,36.00932067,127.6667427,2023-03-07,4740000,전라북도 무주군
안성작은도서관,전라북도,무주군,작은도서관,토+공휴일,10:00,17:00,00:00,00:00,00:00,00:00,35,11792,2,5,5,14,전라북도 무주군 안성면 안성로 288-15,사회단체(안성교회운영위원회),063-323-0106,83.08,83.08,https://library.muju.go.kr/main/contents.do?idx=1452,35.8667993,127.6552978,2023-03-07,4740000,전라북도 무주군
오새단풍작은도서관,전라북도,무주군,작은도서관,일+월+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,35,2259,0,0,5,14,전라북도 무주군 적상면 적상산로 59,주민자치(농촌중심지활성화추진위원회),063-324-8588,132.7,132.7,https://library.muju.go.kr/main/contents.do?idx=1464,,,2023-03-07,4740000,전라북도 무주군
장성군립중앙도서관,전라남도,장성군,공공도서관,"금+법정공휴일(단, 일요일과 겹치는 경우 휴관)+시설의 보수 및 점검·그 밖의 사유로 군수가 필요하다고 인정하는 경우",09:00,18:00,09:00,18:00,00:00,00:00,200,142377,64,13816,10,14,전라남도 장성군 장성읍 문화로 110,전라남도 장성군청,061-393-7900,57918.0,2925.0,https://lib.jangseong.go.kr,35.30226604,126.7678845,2023-03-14,4980000,전라남도 장성군
장성군립삼계도서관,전라남도,장성군,공공도서관,"금+법정공휴일(단, 일요일과 겹치는 경우 휴관)+시설의 보수 및 점검·그 밖의 사유로 군수가 필요하다고 인정하는 경우",09:00,18:00,09:00,18:00,00:00,00:00,145,42472,25,0,10,14,전라남도 장성군 삼계면 영장로 1585,전라남도 장성군청,061-395-4100,8525.0,627.36,https://lib.jangseong.go.kr,35.25770793,126.6618721,2023-03-14,4980000,전라남도 장성군
장성군립북이도서관,전라남도,장성군,공공도서관,"금+법정공휴일(단, 일요일과 겹치는 경우 휴관)+시설의 보수 및 점검·그 밖의 사유로 군수가 필요하다고 인정하는 경우",09:00,18:00,09:00,18:00,00:00,00:00,70,26848,24,0,10,14,전라남도 장성군 북이면 백양로 13,전라남도 장성군청,061-395-4200,3199.0,609.3,https://lib.jangseong.go.kr,35.4297411,126.8104889,2023-03-14,4980000,전라남도 장성군
대호지책나래작은도서관,충청남도,당진시,작은도서관,매주월요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,50,10709,7,0,5,14,충청남도 당진시 대호지면 4.4만세로 95(대호지면복지회관 1층),충청남도 당진시청,041-350-4964,,162.0,www.dangjin.go.kr/lib.do,36.8970354,126.5072679,2022-11-01,5680000,충청남도 당진시
순성반딧불이작은도서관,충청남도,당진시,작은도서관,매주월요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,34,18375,5,0,5,14,충청남도 당진시 순성면 순성로 504(순성성모의원 2층),충청남도 당진시청,041-350-4956,,180.0,www.dangjin.go.kr/lib.do,36.84297403,126.7145688,2022-11-01,5680000,충청남도 당진시
신평책다솜작은도서관,충청남도,당진시,작은도서관,매주월요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,100,17885,9,0,5,14,충청남도 당진시 신평면 말목길 20 (신평문화스포츠센터 3층),충청남도 당진시청,041-350-4948,,233.0,www.dangjin.go.kr/lib.do,36.88537547,126.7618536,2022-11-01,5680000,충청남도 당진시
송산개미작은도서관,충청남도,당진시,작은도서관,매주월요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,45,22106,6,0,5,14,충청남도 당진시 송산면 상거중앙길 81-6 (송산면복지회관 2층),충청남도 당진시청,041-350-4960,,172.0,www.dangjin.go.kr/lib.do,36.93488343,126.6798344,2022-11-01,5680000,충청남도 당진시
원당꿈초롱작은도서관,충청남도,당진시,작은도서관,매주월요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,80,18752,7,0,5,14,충청남도 당진시 밤절로 104 (원당마을아파트 관리동 2층),충청남도 당진시청,041-350-4950,,194.0,www.dangjin.go.kr/lib.do,36.89974512,126.6421574,2022-11-01,5680000,충청남도 당진시
삼선산수목원 숲속도서관,충청남도,당진시,작은도서관,매주월요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,20,1100,0,0,0,0,충청남도 당진시 고대면 삼선산수목원길 79,충청남도 당진시청,041-350-4952,,42.0,www.dangjin.go.kr/lib.do,36.90984558,126.5879658,2022-11-01,5680000,충청남도 당진시
화정다락방북카페,울산광역시,동구,작은도서관,월+공휴일,10:00,17:00,10:00,16:00,00:00,00:00,20,3889,0,2,3,14,울산광역시 동구 월봉10길 14,화정종합사회복지관,052-236-3139,,5517.0,,,,2023-04-25,3710000,울산광역시 동구
책방의하루,울산광역시,동구,작은도서관,토+일+공휴일,10:00,14:00,00:00,00:00,00:00,00:00,24,1000,0,0,5,14,울산광역시 동구 동해안로 50,사단법인 친한친구들,052-903-5279,,86.0,,,,2023-04-25,3710000,울산광역시 동구
푸르지오작은도서관,울산광역시,동구,작은도서관,토+일+공휴일,15:00,18:00,00:00,00:00,00:00,00:00,14,5068,0,0,2,7,울산광역시 동구 봉수로 270,전하푸르지오 입주자대표회의,052-235-7710,,4941.0,,,,2023-04-25,3710000,울산광역시 동구
휴(休)Book사랑방작은도서관,울산광역시,동구,작은도서관,일+공휴일,14:00,18:00,14:00,18:00,00:00,00:00,18,4147,0,0,3,14,울산광역시 동구 등대4길 25,방어휴먼시아 임차인대표회의,052-234-5055,,10842.0,,,,2023-04-25,3710000,울산광역시 동구
별이난마을도서관,대구광역시,서구,작은도서관,없음,10:00,18:00,13:00,16:00,10:00,16:00,43,4622,0,0,3,7,대구광역시 서구 서대구로 11길 38,경운교회,053-526-2186,,82.62,http://lib.dgs.go.kr,35.86222821,128.551897,2022-06-10,3430000,대구광역시 서구
구수산도서관,대구광역시,북구,공공도서관,"매월 둘째,넷째 월요일, 일요일 제외한 법정공휴일",09:00,22:00,09:00,17:00,09:00,17:00,642,122166,80,6758,10,15,대구광역시 북구 대천로 21,대구광역시 북구청,053-320-5150,10454.0,3702.0,https://library.daegu.go.kr/bukgs/index.do,35.938759,128.5524038,2022-11-23,3450000,대구광역시 북구
